"country","commodity","year","quantity_tonnes","flag_qty","value_usd1000","flag_val"
"Norway","Atlantic and Danube salmons, fresh or chilled",1998,221143,"",820863,""
"Norway","Atlantic and Danube salmons, fresh or chilled",1999,251728,"",900661,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2000,265744,"",954263,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2001,260617,"",749180,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2002,274453,"",808037,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2003,316495,"",935880,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2004,338544,"",1126313,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2005,379273,"",1546335,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2006,397922,"",1977050,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2007,492496,"",2229562,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2008,514773,"",2493751,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2009,568066,"",2790817,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2010,614507,"",3815026,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2011,682600,"",3892183,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2012,828938,"",3939237,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2013,796301,"",5389485,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2014,824923,"",5383388,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2015,868981,"",4668681,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2016,814312,"",5834610,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2017,839346,"",6123868,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2018,891202,"",6655622,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2019,939340.62,"",6429774.45,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2020,938864.6,"",5647470.42,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2021,1040873.39,"",7111900.28,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2022,995462.87,"",8143671.43,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2023,984133.87,"",8602729.99,""
"Norway","Atlantic and Danube salmons, fresh or chilled",2024,964789.33,"",8055020.35,""
"Norway","Atlantic salmon and Danube salmon, frozen",1976,916,"",7341,""
"Norway","Atlantic salmon and Danube salmon, frozen",1977,973,"",8022,""
"Norway","Atlantic salmon and Danube salmon, frozen",1978,1074,"",7949,""
"Norway","Atlantic salmon and Danube salmon, frozen",1979,1308,"",13506,""
"Norway","Atlantic salmon and Danube salmon, frozen",1980,1218,"",15259,""
"Norway","Atlantic salmon and Danube salmon, frozen",1981,2198,"",16498,""
"Norway","Atlantic salmon and Danube salmon, frozen",1982,1560,"",12161,""
"Norway","Atlantic salmon and Danube salmon, frozen",1983,2550,"",18733,""
"Norway","Atlantic salmon and Danube salmon, frozen",1984,2619,"",17377,""
"Norway","Atlantic salmon and Danube salmon, frozen",1985,2821,"",19434,""
"Norway","Atlantic salmon and Danube salmon, frozen",1986,4670,"",29112,""
"Norway","Atlantic salmon and Danube salmon, frozen",1987,4235,"",32979,""
"Norway","Atlantic salmon and Danube salmon, frozen",1988,10035,"",75029,""
"Norway","Atlantic salmon and Danube salmon, frozen",1989,14920,"",79693,""
"Norway","Atlantic salmon and Danube salmon, frozen",1990,37961,"",226591,""
"Norway","Atlantic salmon and Danube salmon, frozen",1991,35425,"",201807,""
"Norway","Atlantic salmon and Danube salmon, frozen",1992,15150,"",84385,""
"Norway","Atlantic salmon and Danube salmon, frozen",1993,13203,"",66054,""
"Norway","Atlantic salmon and Danube salmon, frozen",1994,13245,"",68710,""
"Norway","Atlantic salmon and Danube salmon, frozen",1995,19719,"",103580,""
"Norway","Atlantic salmon and Danube salmon, frozen",1996,23024,"",101047,""
"Norway","Atlantic salmon and Danube salmon, frozen",1997,27875,"",114055,""
"Norway","Atlantic salmon and Danube salmon, frozen",1998,29660,"",118971,""
"Norway","Atlantic salmon and Danube salmon, frozen",1999,41102,"",163992,""
"Norway","Atlantic salmon and Danube salmon, frozen",2000,36182,"",153336,""
"Norway","Atlantic salmon and Danube salmon, frozen",2001,38192,"",111774,""
"Norway","Atlantic salmon and Danube salmon, frozen",2002,39556,"",114685,""
"Norway","Atlantic salmon and Danube salmon, frozen",2003,45873,"",149285,""
"Norway","Atlantic salmon and Danube salmon, frozen",2004,48998,"",173480,""
"Norway","Atlantic salmon and Danube salmon, frozen",2005,41392,"",170048,""
"Norway","Atlantic salmon and Danube salmon, frozen",2006,44767,"",232372,""
"Norway","Atlantic salmon and Danube salmon, frozen",2007,49970,"",218803,""
"Norway","Atlantic salmon and Danube salmon, frozen",2008,42747,"",202088,""
"Norway","Atlantic salmon and Danube salmon, frozen",2009,43541,"",197426,""
"Norway","Atlantic salmon and Danube salmon, frozen",2010,50261,"",272285,""
"Norway","Atlantic salmon and Danube salmon, frozen",2011,51018,"",278170,""
"Norway","Atlantic salmon and Danube salmon, frozen",2012,50366,"",207494,""
"Norway","Atlantic salmon and Danube salmon, frozen",2013,44535,"",236857,""
"Norway","Atlantic salmon and Danube salmon, frozen",2014,44260,"",233374,""
"Norway","Atlantic salmon and Danube salmon, frozen",2015,34788,"",145452,""
"Norway","Atlantic salmon and Danube salmon, frozen",2016,34104,"",154139,""
"Norway","Atlantic salmon and Danube salmon, frozen",2017,22126,"",170160,""
"Norway","Atlantic salmon and Danube salmon, frozen",2018,17708,"",129750,""
"Norway","Atlantic salmon and Danube salmon, frozen",2019,20619.68,"E",138984.31,""
"Norway","Atlantic salmon and Danube salmon, frozen",2020,15553.19,"E",94295.48,""
"Norway","Atlantic salmon and Danube salmon, frozen",2021,23684.3,"",156434.59,""
"Norway","Atlantic salmon and Danube salmon, frozen",2022,21690.84,"",186295.18,""
"Norway","Atlantic salmon and Danube salmon, frozen",2023,21586.34,"",188499.07,""
"Norway","Atlantic salmon and Danube salmon, frozen",2024,26958.7,"",207566.78,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1976,0,"...",0,"..."
"Norway","Atlantic salmon, not minced, prepared or preserved",1977,0,"...",0,"N"
"Norway","Atlantic salmon, not minced, prepared or preserved",1978,6,"",13,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1979,0,"...",4,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1980,0,"...",2,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1981,0,"...",1,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1982,0,"...",3,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1983,1,"",5,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1984,0,"...",0,"N"
"Norway","Atlantic salmon, not minced, prepared or preserved",1985,0,"...",7,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1986,1,"",11,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1987,38,"",665,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1988,102,"",1427,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1989,142,"",2009,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1990,181,"",2807,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1991,339,"",4047,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1992,1242,"",14640,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1993,1525,"",15411,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1994,1280,"",12122,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1995,947,"",11523,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1996,944,"",10492,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1997,852,"",9452,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1998,813,"",8418,""
"Norway","Atlantic salmon, not minced, prepared or preserved",1999,744,"",7543,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2000,1343,"",13210,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2001,1009,"",9377,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2002,854,"",8518,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2003,527,"",5799,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2004,462,"",4122,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2005,501,"",4463,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2006,365,"",4147,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2007,843,"",9582,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2008,1153,"",14208,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2009,406,"",5053,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2010,421,"",6085,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2011,392,"",6048,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2012,342,"",4403,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2013,322,"",4218,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2014,335,"",4377,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2015,242,"",3024,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2016,238,"",2994,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2017,212,"",3475,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2018,192,"",2814,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2019,141.83,"E",2237.13,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2020,181.41,"E",2470.66,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2021,254.05,"",2841.41,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2022,229.64,"",3189.9,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2023,72.05,"",1215.88,""
"Norway","Atlantic salmon, not minced, prepared or preserved",2024,96.6,"",1692.5,""
"Norway","Pacific salmons, fresh or chilled",1976,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1977,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1978,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1979,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1980,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1981,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1982,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1983,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1984,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1985,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1986,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1987,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1988,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1989,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1990,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1991,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1992,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1993,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1994,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1995,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1996,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1997,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1998,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",1999,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2000,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2001,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2002,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2003,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2004,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2005,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2006,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2007,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2008,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2009,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2010,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2011,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2012,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2013,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2014,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2015,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2016,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2017,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2018,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2019,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2020,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2021,0,"...",0,"..."
"Norway","Pacific salmons, fresh or chilled",2022,3.57,"",74.36,""
"Norway","Pacific salmons, fresh or chilled",2023,51.37,"",225.46,""
"Norway","Pacific salmons, fresh or chilled",2024,0.8,"",8.75,""
"Norway","Pacific salmons, frozen, nei",1976,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1977,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1978,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1979,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1980,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1981,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1982,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1983,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1984,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1985,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1986,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1987,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1988,26,"",249,""
"Norway","Pacific salmons, frozen, nei",1989,693,"",3559,""
"Norway","Pacific salmons, frozen, nei",1990,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1991,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1992,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1993,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1994,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1995,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1996,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1997,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1998,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",1999,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2000,19,"",80,""
"Norway","Pacific salmons, frozen, nei",2001,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2002,1,"",12,""
"Norway","Pacific salmons, frozen, nei",2003,36,"",81,""
"Norway","Pacific salmons, frozen, nei",2004,61,"",174,""
"Norway","Pacific salmons, frozen, nei",2005,0,"N",1,""
"Norway","Pacific salmons, frozen, nei",2006,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2007,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2008,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2009,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2010,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2011,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2012,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2013,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2014,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2015,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2016,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2017,2,"",15,""
"Norway","Pacific salmons, frozen, nei",2018,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2019,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2020,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2021,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2022,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2023,0,"...",0,"..."
"Norway","Pacific salmons, frozen, nei",2024,28.44,"",82.56,""
"Norway","Salmon fillets, fresh or chilled",1976,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1977,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1978,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1979,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1980,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1981,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1982,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1983,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1984,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1985,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1986,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1987,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1988,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1989,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1990,0,"...",0,"..."
"Norway","Salmon fillets, fresh or chilled",1991,2228,"",19294,""
"Norway","Salmon fillets, fresh or chilled",1992,2514,"",24074,""
"Norway","Salmon fillets, fresh or chilled",1993,3190,"",26317,""
"Norway","Salmon fillets, fresh or chilled",1994,4820,"",39378,""
"Norway","Salmon fillets, fresh or chilled",1995,6010,"",49792,""
"Norway","Salmon fillets, fresh or chilled",1996,10278,"",70547,""
"Norway","Salmon fillets, fresh or chilled",1997,12434,"",78133,""
"Norway","Salmon fillets, fresh or chilled",1998,12432,"",78014,""
"Norway","Salmon fillets, fresh or chilled",1999,18051,"",114766,""
"Norway","Salmon fillets, fresh or chilled",2000,15552,"",96532,""
"Norway","Salmon fillets, fresh or chilled",2001,14306,"",74461,""
"Norway","Salmon fillets, fresh or chilled",2002,17450,"",90364,""
"Norway","Salmon fillets, fresh or chilled",2003,21667,"",113490,""
"Norway","Salmon fillets, fresh or chilled",2004,27309,"",150440,""
"Norway","Salmon fillets, fresh or chilled",2005,27002,"",178455,""
"Norway","Salmon fillets, fresh or chilled",2006,29013,"",227430,""
"Norway","Salmon fillets, fresh or chilled",2007,33201,"",264188,""
"Norway","Salmon fillets, fresh or chilled",2008,35330,"",285228,""
"Norway","Salmon fillets, fresh or chilled",2009,57099,"",428730,""
"Norway","Salmon fillets, fresh or chilled",2010,66916,"",610141,""
"Norway","Salmon fillets, fresh or chilled",2011,55200,"",526747,""
"Norway","Salmon fillets, fresh or chilled",2012,66844,"",495294,""
"Norway","Salmon fillets, fresh or chilled",2013,69205,"",651585,""
"Norway","Salmon fillets, fresh or chilled",2014,77034,"",749058,""
"Norway","Salmon fillets, fresh or chilled",2015,81138,"",695151,""
"Norway","Salmon fillets, fresh or chilled",2016,83311,"",835201,""
"Norway","Salmon fillets, fresh or chilled",2017,75119,"",852782,""
"Norway","Salmon fillets, fresh or chilled",2018,77801,"",917801,""
"Norway","Salmon fillets, fresh or chilled",2019,85145.25,"",1008316.29,""
"Norway","Salmon fillets, fresh or chilled",2020,101358.18,"",1045881.17,""
"Norway","Salmon fillets, fresh or chilled",2021,123144.7,"",1345540.15,""
"Norway","Salmon fillets, fresh or chilled",2022,130829.64,"",1596962.38,""
"Norway","Salmon fillets, fresh or chilled",2023,121149.85,"",1688534.11,""
"Norway","Salmon fillets, fresh or chilled",2024,142480.14,"",1970925.43,""
"Norway","Salmon fillets, frozen",1976,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1977,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1978,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1979,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1980,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1981,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1982,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1983,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1984,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1985,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1986,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1987,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1988,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1989,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1990,0,"...",0,"..."
"Norway","Salmon fillets, frozen",1991,3672,"",33563,""
"Norway","Salmon fillets, frozen",1992,4727,"",45492,""
"Norway","Salmon fillets, frozen",1993,5121,"",45585,""
"Norway","Salmon fillets, frozen",1994,8197,"",68603,""
"Norway","Salmon fillets, frozen",1995,9334,"",89485,""
"Norway","Salmon fillets, frozen",1996,10630,"",92058,""
"Norway","Salmon fillets, frozen",1997,12383,"",89792,""
"Norway","Salmon fillets, frozen",1998,13406,"",97690,""
"Norway","Salmon fillets, frozen",1999,19052,"",143336,""
"Norway","Salmon fillets, frozen",2000,18691,"",136602,""
"Norway","Salmon fillets, frozen",2001,19638,"",126281,""
"Norway","Salmon fillets, frozen",2002,22942,"",137333,""
"Norway","Salmon fillets, frozen",2003,24742,"",164405,""
"Norway","Salmon fillets, frozen",2004,20513,"",158987,""
"Norway","Salmon fillets, frozen",2005,21475,"",148605,""
"Norway","Salmon fillets, frozen",2006,22628,"",191832,""
"Norway","Salmon fillets, frozen",2007,15737,"",167151,""
"Norway","Salmon fillets, frozen",2008,14807,"",158034,""
"Norway","Salmon fillets, frozen",2009,28721,"",290033,""
"Norway","Salmon fillets, frozen",2010,33765,"",391288,""
"Norway","Salmon fillets, frozen",2011,33658,"",420798,""
"Norway","Salmon fillets, frozen",2012,37020,"",371824,""
"Norway","Salmon fillets, frozen",2013,35529,"",405019,""
"Norway","Salmon fillets, frozen",2014,40445,"",510041,""
"Norway","Salmon fillets, frozen",2015,38044,"",390642,""
"Norway","Salmon fillets, frozen",2016,37474,"",429286,""
"Norway","Salmon fillets, frozen",2017,43752,"",576960,""
"Norway","Salmon fillets, frozen",2018,40623,"",522608,""
"Norway","Salmon fillets, frozen",2019,45618.84,"E",551862.85,""
"Norway","Salmon fillets, frozen",2020,52789.56,"",609562.06,""
"Norway","Salmon fillets, frozen",2021,60719.41,"",729767.08,""
"Norway","Salmon fillets, frozen",2022,64640.08,"",909635.23,""
"Norway","Salmon fillets, frozen",2023,62777.31,"",926395.28,""
"Norway","Salmon fillets, frozen",2024,71819.79,"",1007157.57,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1976,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1977,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1978,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1979,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1980,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1981,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1982,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1983,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1984,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1985,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1986,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1987,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1988,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1989,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1990,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1991,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1992,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1993,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1994,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1995,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1996,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1997,145,"",1512,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1998,277,"",1850,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",1999,57,"",475,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2000,71,"",174,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2001,162,"",1005,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2002,90,"",654,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2003,185,"",1866,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2004,108,"",1152,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2005,51,"",657,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2006,43,"",569,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2007,886,"",9337,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2008,736,"",7615,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2009,9,"",173,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2010,5,"",105,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2011,3,"",51,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2012,1,"",31,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2013,2,"",40,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2014,3,"",57,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2015,6,"",84,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2016,0,"...",0,"..."
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2017,4,"",68,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2018,6,"",119,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2019,29.08,"E",479.22,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2020,81.38,"E",1311.35,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2021,86.58,"",1388,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2022,77.49,"",1258.04,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2023,76.89,"",1310.36,""
"Norway","Salmon nei, not minced, prep.or pres, in airtight containers",2024,57.2,"",1083.28,""
"Norway","Salmonoids meat, fresh or chilled, nei",1976,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1977,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1978,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1979,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1980,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1981,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1982,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1983,0,"...",0,"..."
"Norway","Salmonoids meat, fresh or chilled, nei",1984,0,"...",0,"..."
